st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
240185_2015,24,240185,1,0,5716
240185_2015,24,240185,2,0,5717
240186_2015,24,240186,1,0,5718
240187_2015,24,240187,1,99,5719
240187_2015,24,240187,2,99,5720
240188_2015,24,240188,1,99,5721
240189_2015,24,240189,1,0,5722
240189_2015,24,240189,2,0,5723
240190_2015,24,240190,1,99,5724
240191_2015,24,240191,1,1,5725
240192_2015,24,240192,1,0,5726
240193_2015,24,240193,1,0,5727
240194_2015,24,240194,1,99,5728
240195_2015,24,240195,1,0,5729
240196_2015,24,240196,1,99,5730
240197_2015,24,240197,1,0,5731
240198_2015,24,240198,1,1,5732
240198_2015,24,240198,2,16,5733
240199_2015,24,240199,1,0,5734
240200_2015,24,240200,1,0,5735
240201_2015,24,240201,1,0,5736
240202_2015,24,240202,1,99,5737
240202_2015,24,240202,2,16,5738
240202_2015,24,240202,4,99,5739
240203_2015,24,240203,1,99,5740
240203_2015,24,240203,2,0,5741
240203_2015,24,240203,3,0,5742
240204_2015,24,240204,1,93,5743
240204_2015,24,240204,2,0,5744
240205_2015,24,240205,1,0,5745
240205_2015,24,240205,2,0,5746
240206_2015,24,240206,1,99,5747
240206_2015,24,240206,2,0,5748
240207_2015,24,240207,1,0,5749
240207_2015,24,240207,2,99,5750
240208_2015,24,240208,1,0,5751
240208_2015,24,240208,2,0,5752
240209_2015,24,240209,1,0,5753
240210_2015,24,240210,1,99,5754
240210_2015,24,240210,2,0,5755
240210_2015,24,240210,3,0,5756
240210_2015,24,240210,4,0,5757
240211_2015,24,240211,1,99,5758
240211_2015,24,240211,2,0,5759
240212_2015,24,240212,1,99,5760
240213_2015,24,240213,1,0,5761
240213_2015,24,240213,2,0,5762
240214_2015,24,240214,1,0,5763
240215_2015,24,240215,1,99,5764
240215_2015,24,240215,2,0,5765
240216_2015,24,240216,1,99,5766
240217_2015,24,240217,1,1,5767
240217_2015,24,240217,2,0,5768
240218_2015,24,240218,1,93,5769
240219_2015,24,240219,1,99,5770
240219_2015,24,240219,2,99,5771
240220_2015,24,240220,1,99,5772
240221_2015,24,240221,1,99,5773
240221_2015,24,240221,2,0,5774
240222_2015,24,240222,1,99,5775
240223_2015,24,240223,1,99,5776
240224_2015,24,240224,1,99,5777
240225_2015,24,240225,1,99,5778
240226_2015,24,240226,1,0,5779
240226_2015,24,240226,2,99,5780
240227_2015,24,240227,1,0,5781
240227_2015,24,240227,2,0,5782
240227_2015,24,240227,3,0,5783
240228_2015,24,240228,1,0,5784
240228_2015,24,240228,2,98,5785
240229_2015,24,240229,1,1,5786
240229_2015,24,240229,2,0,5787
240230_2015,24,240230,1,0,5788
240231_2015,24,240231,1,0,5789
240231_2015,24,240231,2,99,5790
240231_2015,24,240231,3,0,5791
240232_2015,24,240232,1,93,5792
240232_2015,24,240232,2,0,5793
240232_2015,24,240232,3,0,5794
240232_2015,24,240232,4,0,5795
240232_2015,24,240232,5,0,5796
240233_2015,24,240233,1,0,5797
240234_2015,24,240234,1,0,5798
240235_2015,24,240235,1,99,5799
240235_2015,24,240235,2,0,5800
240236_2015,24,240236,1,99,5801
240237_2015,24,240237,1,99,5802
240237_2015,24,240237,2,0,5803
240238_2015,24,240238,1,99,5804
240238_2015,24,240238,2,0,5805
240239_2015,24,240239,1,99,5806
240239_2015,24,240239,2,0,5807
240240_2015,24,240240,1,99,5808
240240_2015,24,240240,2,0,5809
240241_2015,24,240241,1,99,5810
240242_2015,24,240242,1,19,5811
240243_2015,24,240243,1,0,5812
240244_2015,24,240244,1,0,5813
240244_2015,24,240244,2,0,5814
240245_2015,24,240245,1,93,5815
240245_2015,24,240245,2,0,5816
240246_2015,24,240246,1,99,5817
240247_2015,24,240247,1,97,5818
240247_2015,24,240247,2,0,5819
240247_2015,24,240247,3,0,5820
240248_2015,24,240248,1,9,5821
240248_2015,24,240248,2,0,5822
240249_2015,24,240249,1,99,5823
240250_2015,24,240250,1,99,5824
240250_2015,24,240250,2,0,5825
240251_2015,24,240251,1,99,5826
240252_2015,24,240252,1,0,5827
240252_2015,24,240252,2,0,5828
240252_2015,24,240252,3,0,5829
240253_2015,24,240253,1,99,5830
240253_2015,24,240253,2,0,5831
240254_2015,24,240254,1,99,5832
240254_2015,24,240254,2,0,5833
240254_2015,24,240254,3,0,5834
240255_2015,24,240255,1,93,5835
240255_2015,24,240255,2,0,5836
240255_2015,24,240255,3,0,5837
240256_2015,24,240256,1,99,5838
240256_2015,24,240256,2,0,5839
240257_2015,24,240257,1,17,5840
240257_2015,24,240257,2,0,5841
240258_2015,24,240258,1,16,5842
240258_2015,24,240258,2,0,5843
240259_2015,24,240259,1,93,5844
240260_2015,24,240260,1,1,5845
240260_2015,24,240260,2,0,5846
240261_2015,24,240261,1,0,5847
240262_2015,24,240262,1,99,5848
240262_2015,24,240262,2,99,5849
240263_2015,24,240263,1,99,5850
240263_2015,24,240263,2,0,5851
240264_2015,24,240264,1,99,5852
240264_2015,24,240264,2,0,5853
240265_2015,24,240265,1,99,5854
240266_2015,24,240266,1,99,5855
240267_2015,24,240267,1,1,5856
240267_2015,24,240267,2,1,5857
240268_2015,24,240268,1,19,5858
240268_2015,24,240268,2,99,5859
240269_2015,24,240269,1,0,5860
240269_2015,24,240269,2,0,5861
240270_2015,24,240270,1,99,5862
240271_2015,24,240271,1,0,5863
240272_2015,24,240272,1,93,5864
240272_2015,24,240272,2,0,5865
240273_2015,24,240273,1,93,5866
240273_2015,24,240273,2,0,5867
240274_2015,24,240274,1,99,5868
240275_2015,24,240275,1,99,5869
240276_2015,24,240276,1,99,5870
240276_2015,24,240276,2,99,5871
240277_2015,24,240277,1,99,5872
240278_2015,24,240278,1,1,5873
240278_2015,24,240278,2,1,5874
240279_2015,24,240279,1,0,5875
240280_2015,24,240280,1,99,5876
240280_2015,24,240280,2,99,5877
240281_2015,24,240281,1,99,5878
240281_2015,24,240281,2,0,5879
240282_2015,24,240282,1,99,5880
240283_2015,24,240283,1,0,5881
240283_2015,24,240283,2,0,5882
240284_2015,24,240284,1,0,5883
240285_2015,24,240285,1,1,5884
240285_2015,24,240285,2,0,5885
240286_2015,24,240286,1,99,5886
240287_2015,24,240287,1,0,5887
240288_2015,24,240288,1,0,5888
240289_2015,24,240289,1,0,5889
240290_2015,24,240290,1,0,5890
240291_2015,24,240291,1,93,5891
240292_2015,24,240292,1,93,5892
240292_2015,24,240292,2,0,5893
240293_2015,24,240293,1,93,5894
240293_2015,24,240293,2,99,5895
240294_2015,24,240294,1,98,5896
240295_2015,24,240295,1,99,5897
240295_2015,24,240295,2,99,5898
240296_2015,24,240296,1,99,5899
240296_2015,24,240296,2,0,5900
240297_2015,24,240297,1,0,5901
240298_2015,24,240298,1,99,5902
240299_2015,24,240299,1,99,5903
240299_2015,24,240299,2,99,5904
240300_2015,24,240300,1,0,5905
240301_2015,24,240301,1,98,5906
240302_2015,24,240302,1,99,5907
240302_2015,24,240302,2,0,5908
240303_2015,24,240303,1,1,5909
240304_2015,24,240304,1,99,5910
240305_2015,24,240305,1,99,5911
240305_2015,24,240305,2,0,5912
240306_2015,24,240306,1,99,5913
240307_2015,24,240307,1,99,5914
240307_2015,24,240307,2,99,5915
240308_2015,24,240308,1,99,5916
240308_2015,24,240308,2,0,5917
240308_2015,24,240308,3,0,5918
240309_2015,24,240309,1,97,5919
240309_2015,24,240309,2,99,5920
240310_2015,24,240310,1,0,5921
240311_2015,24,240311,1,0,5922
240311_2015,24,240311,2,0,5923
240312_2015,24,240312,1,99,5924
240312_2015,24,240312,2,99,5925
240313_2015,24,240313,1,0,5926
240313_2015,24,240313,2,0,5927
240314_2015,24,240314,1,99,5928
240315_2015,24,240315,1,99,5929
240316_2015,24,240316,1,93,5930
240316_2015,24,240316,2,0,5931
240317_2015,24,240317,1,99,5932
240317_2015,24,240317,2,0,5933
240318_2015,24,240318,1,0,5934
240319_2015,24,240319,1,99,5935
240320_2015,24,240320,1,0,5936
240321_2015,24,240321,1,1,5937
240321_2015,24,240321,2,0,5938
240322_2015,24,240322,1,99,5939
240323_2015,24,240323,1,0,5940
240324_2015,24,240324,1,0,5941
240324_2015,24,240324,2,0,5942
240325_2015,24,240325,1,99,5943
240325_2015,24,240325,2,0,5944
240326_2015,24,240326,1,1,5945
240326_2015,24,240326,2,0,5946
240326_2015,24,240326,3,0,5947
240327_2015,24,240327,1,1,5948
240327_2015,24,240327,2,0,5949
240328_2015,24,240328,1,0,5950
240329_2015,24,240329,1,99,5951
240330_2015,24,240330,1,99,5952
240331_2015,24,240331,1,99,5953
240332_2015,24,240332,1,93,5954
240332_2015,24,240332,2,0,5955
240333_2015,24,240333,1,99,5956
240333_2015,24,240333,2,99,5957
240334_2015,24,240334,1,99,5958
240334_2015,24,240334,2,99,5959
240335_2015,24,240335,1,99,5960
240335_2015,24,240335,2,16,5961
240335_2015,24,240335,3,0,5962
240336_2015,24,240336,1,0,5963
240337_2015,24,240337,1,99,5964
240338_2015,24,240338,1,99,5965
240338_2015,24,240338,2,99,5966
240339_2015,24,240339,1,0,5967
240340_2015,24,240340,1,99,5968
240340_2015,24,240340,2,0,5969
240341_2015,24,240341,1,99,5970
240342_2015,24,240342,1,93,5971
240343_2015,24,240343,1,99,5972
240344_2015,24,240344,1,99,5973
240345_2015,24,240345,1,99,5974
240345_2015,24,240345,2,0,5975
240346_2015,24,240346,1,0,5976
240346_2015,24,240346,2,0,5977
240347_2015,24,240347,1,99,5978
240347_2015,24,240347,2,0,5979
240348_2015,24,240348,1,0,5980
240348_2015,24,240348,2,99,5981
240349_2015,24,240349,1,0,5982
240350_2015,24,240350,1,0,5983
240351_2015,24,240351,1,99,5984
240351_2015,24,240351,2,0,5985
240352_2015,24,240352,1,0,5986
240353_2015,24,240353,1,99,5987
240354_2015,24,240354,1,0,5988
240355_2015,24,240355,1,99,5989
240355_2015,24,240355,2,0,5990
240356_2015,24,240356,1,0,5991
240357_2015,24,240357,1,99,5992
240358_2015,24,240358,1,99,5993
240359_2015,24,240359,1,99,5994
240360_2015,24,240360,1,99,5995
240361_2015,24,240361,1,0,5996
240362_2015,24,240362,1,99,5997
240363_2015,24,240363,1,99,5998
240364_2015,24,240364,1,1,5999
240365_2015,24,240365,1,99,6000
240366_2015,24,240366,1,99,6001
240367_2015,24,240367,1,99,6002
240367_2015,24,240367,2,0,6003
240368_2015,24,240368,1,0,6004
240368_2015,24,240368,2,0,6005
240369_2015,24,240369,1,0,6006
240370_2015,24,240370,1,0,6007
240370_2015,24,240370,2,0,6008
240371_2015,24,240371,1,0,6009
240372_2015,24,240372,1,0,6010
240373_2015,24,240373,1,99,6011
240373_2015,24,240373,2,0,6012
240373_2015,24,240373,3,0,6013
240374_2015,24,240374,1,99,6014
240375_2015,24,240375,1,99,6015
240376_2015,24,240376,1,99,6016
240377_2015,24,240377,1,1,6017
240377_2015,24,240377,2,0,6018
240378_2015,24,240378,1,98,6019
240379_2015,24,240379,1,0,6020
240380_2015,24,240380,1,99,6021
240380_2015,24,240380,2,0,6022
240381_2015,24,240381,1,99,6023
240382_2015,24,240382,1,99,6024
240383_2015,24,240383,1,0,6025
240384_2015,24,240384,1,0,6026
240384_2015,24,240384,2,0,6027
240385_2015,24,240385,1,0,6028
240385_2015,24,240385,2,98,6029
240386_2015,24,240386,1,0,6030
240386_2015,24,240386,2,0,6031
240387_2015,24,240387,1,0,6032
240388_2015,24,240388,1,0,6033
240389_2015,24,240389,1,0,6034
240389_2015,24,240389,2,0,6035
240390_2015,24,240390,1,0,6036
240391_2015,24,240391,1,0,6037
240391_2015,24,240391,2,99,6038
240392_2015,24,240392,1,0,6039
240392_2015,24,240392,2,0,6040
240393_2015,24,240393,1,99,6041
240394_2015,24,240394,1,0,6042
240395_2015,24,240395,1,1,6043
240396_2015,24,240396,1,99,6044
240396_2015,24,240396,2,0,6045
240397_2015,24,240397,1,0,6046
240398_2015,24,240398,1,0,6047
240398_2015,24,240398,2,0,6048
240399_2015,24,240399,1,99,6049
240400_2015,24,240400,1,99,6050
240400_2015,24,240400,2,0,6051
240401_2015,24,240401,1,0,6052
240401_2015,24,240401,2,0,6053
240402_2015,24,240402,1,0,6054
240403_2015,24,240403,1,0,6055
240403_2015,24,240403,2,93,6056
240404_2015,24,240404,1,0,6057
240404_2015,24,240404,2,16,6058
240405_2015,24,240405,1,0,6059
240405_2015,24,240405,2,0,6060
240406_2015,24,240406,1,98,6061
240406_2015,24,240406,2,0,6062
240407_2015,24,240407,1,99,6063
240407_2015,24,240407,2,99,6064
240408_2015,24,240408,1,99,6065
240408_2015,24,240408,2,0,6066
240409_2015,24,240409,1,0,6067
240409_2015,24,240409,2,99,6068
240410_2015,24,240410,1,0,6069
240411_2015,24,240411,1,93,6070
240411_2015,24,240411,2,0,6071
240412_2015,24,240412,1,0,6072
240412_2015,24,240412,2,0,6073
240412_2015,24,240412,3,0,6074
240413_2015,24,240413,1,0,6075
240413_2015,24,240413,2,0,6076
240413_2015,24,240413,3,0,6077
240413_2015,24,240413,4,0,6078
240414_2015,24,240414,1,0,6079
240416_2015,24,240416,1,0,6080
240417_2015,24,240417,1,99,6081
240418_2015,24,240418,1,0,6082
240418_2015,24,240418,2,0,6083
240418_2015,24,240418,3,0,6084
240419_2015,24,240419,1,98,6085
240419_2015,24,240419,2,0,6086
240420_2015,24,240420,1,99,6087
240421_2015,24,240421,1,93,6088
240421_2015,24,240421,2,0,6089
240422_2015,24,240422,1,1,6090
240422_2015,24,240422,2,0,6091
240423_2015,24,240423,1,99,6092
240424_2015,24,240424,1,93,6093
240425_2015,24,240425,1,0,6094
240426_2015,24,240426,1,0,6095
240426_2015,24,240426,2,0,6096
240427_2015,24,240427,1,0,6097
240427_2015,24,240427,2,0,6098
240428_2015,24,240428,1,1,6099
240428_2015,24,240428,2,0,6100
240428_2015,24,240428,3,0,6101
240429_2015,24,240429,1,0,6102
240430_2015,24,240430,1,99,6103
240431_2015,24,240431,1,99,6104
240431_2015,24,240431,2,0,6105
240431_2015,24,240431,3,0,6106
240431_2015,24,240431,4,0,6107
240432_2015,24,240432,1,6,6108
240432_2015,24,240432,2,0,6109
240432_2015,24,240432,3,0,6110
240433_2015,24,240433,1,99,6111
240434_2015,24,240434,1,1,6112
240434_2015,24,240434,2,0,6113
240435_2015,24,240435,1,99,6114
240435_2015,24,240435,2,0,6115
240436_2015,24,240436,1,99,6116
240436_2015,24,240436,2,1,6117
240437_2015,24,240437,1,0,6118
240438_2015,24,240438,1,99,6119
240439_2015,24,240439,1,0,6120
240440_2015,24,240440,1,99,6121
240441_2015,24,240441,1,99,6122
240442_2015,24,240442,1,0,6123
240443_2015,24,240443,1,99,6124
240444_2015,24,240444,1,0,6125
240444_2015,24,240444,2,0,6126
240445_2015,24,240445,1,16,6127
240446_2015,24,240446,1,99,6128
240446_2015,24,240446,2,0,6129
240447_2015,24,240447,1,99,6130
240448_2015,24,240448,1,99,6131
240449_2015,24,240449,1,96,6132
240450_2015,24,240450,1,99,6133
240450_2015,24,240450,2,0,6134
240451_2015,24,240451,1,0,6135
240451_2015,24,240451,2,0,6136
240452_2015,24,240452,1,99,6137
240453_2015,24,240453,1,99,6138
240453_2015,24,240453,2,0,6139
240454_2015,24,240454,1,0,6140
240455_2015,24,240455,1,0,6141
240456_2015,24,240456,1,99,6142
240456_2015,24,240456,2,0,6143
240457_2015,24,240457,1,99,6144
240458_2015,24,240458,1,0,6145
240458_2015,24,240458,2,1,6146
240459_2015,24,240459,1,0,6147
240460_2015,24,240460,1,99,6148
240461_2015,24,240461,1,99,6149
240461_2015,24,240461,2,0,6150
240462_2015,24,240462,1,99,6151
240463_2015,24,240463,1,92,6152
240464_2015,24,240464,1,0,6153
240465_2015,24,240465,1,99,6154
240466_2015,24,240466,1,10,6155
240468_2015,24,240468,1,93,6156
240468_2015,24,240468,2,93,6157
240469_2015,24,240469,1,93,6158
240470_2015,24,240470,1,96,6159
240470_2015,24,240470,2,96,6160
240471_2015,24,240471,1,96,6161
240471_2015,24,240471,2,96,6162
240472_2015,24,240472,1,96,6163
240472_2015,24,240472,2,96,6164
240473_2015,24,240473,1,99,6165
240474_2015,24,240474,1,96,6166
240475_2015,24,240475,1,0,6167
240475_2015,24,240475,2,0,6168
240475_2015,24,240475,3,0,6169
240475_2015,24,240475,5,0,6170
100001_2016,10,100001,1,99,6171
100002_2016,10,100002,1,0,6172
100002_2016,10,100002,2,96,6173
100003_2016,10,100003,1,0,6174
100004_2016,10,100004,1,0,6175
100005_2016,10,100005,1,0,6176
100005_2016,10,100005,2,99,6177
100006_2016,10,100006,1,99,6178
100007_2016,10,100007,1,0,6179
100008_2016,10,100008,1,99,6180
100009_2016,10,100009,1,99,6181
100010_2016,10,100010,1,0,6182
100010_2016,10,100010,2,0,6183
100011_2016,10,100011,1,99,6184
100012_2016,10,100012,1,0,6185
100012_2016,10,100012,2,0,6186
100013_2016,10,100013,1,99,6187
100013_2016,10,100013,2,0,6188
100014_2016,10,100014,1,99,6189
100014_2016,10,100014,2,0,6190
100015_2016,10,100015,1,99,6191
100016_2016,10,100016,1,0,6192
100016_2016,10,100016,2,0,6193
100017_2016,10,100017,1,99,6194
100018_2016,10,100018,1,0,6195
100019_2016,10,100019,1,0,6196
100019_2016,10,100019,2,99,6197
100020_2016,10,100020,1,0,6198
100020_2016,10,100020,2,15,6199
100021_2016,10,100021,1,0,6200
100022_2016,10,100022,1,99,6201
100022_2016,10,100022,2,0,6202
100023_2016,10,100023,1,0,6203
100024_2016,10,100024,1,5,6204
100024_2016,10,100024,1,6,6205
100025_2016,10,100025,1,3,6206
100025_2016,10,100025,2,0,6207
100026_2016,10,100026,1,0,6208
100026_2016,10,100026,2,0,6209
100026_2016,10,100026,3,19,6210
100027_2016,10,100027,1,0,6211
100028_2016,10,100028,1,0,6212
100029_2016,10,100029,1,0,6213
100029_2016,10,100029,2,99,6214
100030_2016,10,100030,1,99,6215
100030_2016,10,100030,2,0,6216
100031_2016,10,100031,1,0,6217
100031_2016,10,100031,2,0,6218
100032_2016,10,100032,1,0,6219
100033_2016,10,100033,1,0,6220
100033_2016,10,100033,2,0,6221
100034_2016,10,100034,1,0,6222
100035_2016,10,100035,1,17,6223
100036_2016,10,100036,1,99,6224
100037_2016,10,100037,1,99,6225
100038_2016,10,100038,1,99,6226
100039_2016,10,100039,1,0,6227
100040_2016,10,100040,1,99,6228
100040_2016,10,100040,2,0,6229
100041_2016,10,100041,1,99,6230
100042_2016,10,100042,1,99,6231
100043_2016,10,100043,1,99,6232
100043_2016,10,100043,2,99,6233
100043_2016,10,100043,3,0,6234
100044_2016,10,100044,2,17,6235
100045_2016,10,100045,1,0,6236
100045_2016,10,100045,2,0,6237
100046_2016,10,100046,1,0,6238
100047_2016,10,100047,1,99,6239
100047_2016,10,100047,2,99,6240
100048_2016,10,100048,1,19,6241
100049_2016,10,100049,1,0,6242
100049_2016,10,100049,2,0,6243
100050_2016,10,100050,1,99,6244
100051_2016,10,100051,1,96,6245
100052_2016,10,100052,1,0,6246
100053_2016,10,100053,1,0,6247
100054_2016,10,100054,1,99,6248
100055_2016,10,100055,1,0,6249
100055_2016,10,100055,2,92,6250
100056_2016,10,100056,1,5,6251
100057_2016,10,100057,1,0,6252
100058_2016,10,100058,1,92,6253
100058_2016,10,100058,2,0,6254
100059_2016,10,100059,1,13,6255
100059_2016,10,100059,2,0,6256
100060_2016,10,100060,1,0,6257
100061_2016,10,100061,1,0,6258
100062_2016,10,100062,1,0,6259
100062_2016,10,100062,2,0,6260
100063_2016,10,100063,1,99,6261
100064_2016,10,100064,1,99,6262
100064_2016,10,100064,2,0,6263
100065_2016,10,100065,1,0,6264
100065_2016,10,100065,2,12,6265
100066_2016,10,100066,1,99,6266
100066_2016,10,100066,2,96,6267
100067_2016,10,100067,1,99,6268
100068_2016,10,100068,1,0,6269
100068_2016,10,100068,2,99,6270
100069_2016,10,100069,1,0,6271
100070_2016,10,100070,1,0,6272
100070_2016,10,100070,2,99,6273
100071_2016,10,100071,1,99,6274
100071_2016,10,100071,2,0,6275
100072_2016,10,100072,1,0,6276
100073_2016,10,100073,1,99,6277
100074_2016,10,100074,1,0,6278
100075_2016,10,100075,1,0,6279
100076_2016,10,100076,1,0,6280
100077_2016,10,100077,1,99,6281
100078_2016,10,100078,1,0,6282
100078_2016,10,100078,2,99,6283
100079_2016,10,100079,1,99,6284
100079_2016,10,100079,2,0,6285
100079_2016,10,100079,3,0,6286
100079_2016,10,100079,4,0,6287
100079_2016,10,100079,5,0,6288
100080_2016,10,100080,1,99,6289
100081_2016,10,100081,1,0,6290
100081_2016,10,100081,2,0,6291
100082_2016,10,100082,1,0,6292
100082_2016,10,100082,2,0,6293
100082_2016,10,100082,3,0,6294
100083_2016,10,100083,1,7,6295
100084_2016,10,100084,1,99,6296
100085_2016,10,100085,1,0,6297
100086_2016,10,100086,1,0,6298
100087_2016,10,100087,1,99,6299
100088_2016,10,100088,1,0,6300
100089_2016,10,100089,1,0,6301
100090_2016,10,100090,1,0,6302
100091_2016,10,100091,1,0,6303
100091_2016,10,100091,2,0,6304
100092_2016,10,100092,1,0,6305
100093_2016,10,100093,1,99,6306
100094_2016,10,100094,1,0,6307
100094_2016,10,100094,2,0,6308
100095_2016,10,100095,1,5,6309
100095_2016,10,100095,2,0,6310
100096_2016,10,100096,1,0,6311
100097_2016,10,100097,1,0,6312
100097_2016,10,100097,2,0,6313
100098_2016,10,100098,1,0,6314
100098_2016,10,100098,2,0,6315
100099_2016,10,100099,1,0,6316
100100_2016,10,100100,2,0,6317
100101_2016,10,100101,1,99,6318
100101_2016,10,100101,2,99,6319
100102_2016,10,100102,1,15,6320
100102_2016,10,100102,2,0,6321
100103_2016,10,100103,1,99,6322
100104_2016,10,100104,1,0,6323
100105_2016,10,100105,1,99,6324
100106_2016,10,100106,1,0,6325
100106_2016,10,100106,2,17,6326
100106_2016,10,100106,3,0,6327
100107_2016,10,100107,1,0,6328
100108_2016,10,100108,1,0,6329
100108_2016,10,100108,2,99,6330
100109_2016,10,100109,1,0,6331
100110_2016,10,100110,1,0,6332
100111_2016,10,100111,1,99,6333
100112_2016,10,100112,1,99,6334
100112_2016,10,100112,2,0,6335
100113_2016,10,100113,1,99,6336
100113_2016,10,100113,2,0,6337
100114_2016,10,100114,1,0,6338
100114_2016,10,100114,2,0,6339
100115_2016,10,100115,1,0,6340
100115_2016,10,100115,2,0,6341
100116_2016,10,100116,1,99,6342
110001_2016,11,110001,1,99,6343
110002_2016,11,110002,1,0,6344
110003_2016,11,110003,1,99,6345
110003_2016,11,110003,2,0,6346
110004_2016,11,110004,1,99,6347
110005_2016,11,110005,1,0,6348
110005_2016,11,110005,2,0,6349
110006_2016,11,110006,1,99,6350
110007_2016,11,110007,1,99,6351
110008_2016,11,110008,1,99,6352
110008_2016,11,110008,2,0,6353
110009_2016,11,110009,1,99,6354
110009_2016,11,110009,2,0,6355
110010_2016,11,110010,1,99,6356
110011_2016,11,110011,1,99,6357
110011_2016,11,110011,2,0,6358
110012_2016,11,110012,1,99,6359
110013_2016,11,110013,1,0,6360
110014_2016,11,110014,1,99,6361
110015_2016,11,110015,1,99,6362
110016_2016,11,110016,1,99,6363
110017_2016,11,110017,1,99,6364
110017_2016,11,110017,2,0,6365
110018_2016,11,110018,1,99,6366
110019_2016,11,110019,1,0,6367
110020_2016,11,110020,1,0,6368
110021_2016,11,110021,1,19,6369
110021_2016,11,110021,2,0,6370
110022_2016,11,110022,1,99,6371
110023_2016,11,110023,1,99,6372
110023_2016,11,110023,2,99,6373
