st_case_year,STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR,idno
100028_2010,10,100028,1,1,NULL,0,NULL,NULL,1,3,0,30,4,2010,6,0,34,0,3,4,"PAPERMILL ROAD","POSSUM PARK ROAD",24,39.71550556,-75.74129167,0,31,0,0,2,2,0,3,6,1,0,1,0,0000000,0,38,0,41,1,9,0,0,0,1,1,1177
100028_2011,10,100028,1,1,0,1,1,1,1,3,490,4,3,2011,6,17,25,0,16,6,"9TH STREET","MADISON STREET",0,39.746925,-75.55392222,0,8,0,0,2,2,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1178
100029_2010,10,100029,2,2,NULL,0,NULL,NULL,3,3,490,2,5,2010,1,1,21,0,13,6,"PENNSYLVANIA AVENUE",NULL,61,39.75860556,-75.57220556,0,12,6,0,1,1,0,1,3,10,0,10,0,0000000,1,21,99,99,99,99,0,0,0,1,2,1179
100029_2011,10,100029,1,1,0,0,0,1,1,3,490,23,4,2011,7,20,11,0,14,6,"NORTHEAST BLVD",NULL,55,39.75104167,-75.52575,0,33,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1180
100030_2010,10,100030,1,1,NULL,1,NULL,NULL,1,5,0,5,5,2010,4,23,39,1,2,3,SR-1,NULL,41,38.73246111,-75.13485556,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,23,43,23,58,88,88,0,0,0,1,0,1181
100030_2011,10,100030,1,1,0,0,0,1,1,1,450,22,4,2011,6,17,29,0,16,5,"COMMERCE STREET",NULL,0,39.30496389,-75.59762222,0,19,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1182
100031_2010,10,100031,2,2,NULL,0,NULL,NULL,3,3,0,8,5,2010,7,16,4,0,4,3,SR-92,NULL,26,39.82580833,-75.55675556,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,16,7,16,15,16,29,0,0,0,1,0,1183
100031_2011,10,100031,1,1,0,0,0,1,1,3,0,6,5,2011,6,8,50,1,11,1,I-495,NULL,84,39.79409444,-75.45942222,0,24,0,1,18,1,0,3,1,1,0,1,0,0000000,8,51,8,56,88,88,0,0,0,1,0,1184
100032_2010,10,100032,2,2,NULL,0,NULL,NULL,2,5,0,11,5,2010,3,7,27,1,2,2,US-13,"CANNON ROAD",94,38.69977778,-75.58962778,0,12,1,0,2,3,0,1,1,1,0,1,0,0000000,7,27,7,34,88,88,0,0,0,1,1,1185
100032_2011,10,100032,1,1,0,0,0,2,2,3,0,7,5,2011,7,1,47,1,11,2,US-202,NULL,7,39.71388889,-75.58465,0,42,0,1,5,1,0,4,3,10,0,10,0,0000000,1,48,1,55,2,12,0,0,0,1,1,1186
100033_2010,10,100033,3,3,NULL,0,NULL,NULL,11,3,0,21,5,2010,6,14,18,0,14,3,SR-72,NULL,55,39.61679722,-75.71966111,0,12,8,0,1,1,0,1,1,1,0,1,1,0000000,14,19,14,25,14,56,0,0,0,1,1,1187
100033_2011,10,100033,1,1,0,1,1,1,1,3,0,7,5,2011,7,22,33,0,2,3,SR-48,NULL,25,39.75339167,-75.58902778,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,22,33,22,39,22,58,0,0,0,1,0,1188
100034_2010,10,100034,1,1,NULL,0,NULL,NULL,2,3,0,23,5,2010,1,6,58,0,14,3,SR-896,NULL,25,39.71313056,-75.77991389,0,1,0,0,1,1,0,4,1,2,0,2,0,0000000,7,1,7,5,7,32,0,0,0,1,1,1189
100034_2011,10,100034,1,1,0,0,0,1,1,3,0,16,5,2011,2,14,27,0,13,3,SR-4,NULL,54,39.73230833,-75.57997222,0,30,0,0,1,1,0,3,1,1,0,1,0,0000000,14,27,14,29,14,53,0,0,0,1,0,1190
100035_2010,10,100035,1,1,NULL,1,NULL,NULL,1,1,320,28,5,2010,6,14,39,0,2,3,SR-1,"10TH STREET",9,38.93030278,-75.42011389,0,8,0,0,3,4,0,1,1,10,0,10,0,0000000,14,41,14,42,14,53,0,0,0,1,0,1191
100035_2011,10,100035,1,1,0,1,1,1,1,3,0,19,5,2011,5,21,2,0,13,3,SR-2,NULL,94,39.72725833,-75.65176944,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,21,2,21,5,21,23,0,0,0,1,0,1192
100036_2010,10,100036,2,2,NULL,0,NULL,NULL,2,3,0,1,6,2010,3,14,48,0,13,3,SR-141,NULL,7,39.78905,-75.69640278,0,12,6,0,4,1,0,4,1,1,0,1,0,0000000,14,48,14,52,88,88,0,0,0,1,0,1193
100036_2011,10,100036,1,1,0,0,0,2,2,1,0,24,5,2011,3,0,5,0,14,5,"SOUTH STATE STREET",NULL,68,39.12941111,-75.51889167,0,53,0,0,1,1,0,4,2,1,0,1,0,0000000,0,10,0,18,0,28,0,0,0,1,1,1194
100037_2010,10,100037,1,1,NULL,0,NULL,NULL,2,3,0,6,6,2010,1,4,16,0,5,4,"PORT PENN ROAD",NULL,23,39.51735,-75.60868333,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,4,20,4,30,4,59,0,0,0,1,1,1195
100037_2011,10,100037,3,2,1,0,0,4,4,3,490,25,5,2011,4,22,10,0,14,6,"4TH STREET","LINCOLN STREET",1,39.74659722,-75.57357778,0,12,6,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1,1196
100038_2010,10,100038,1,1,NULL,0,NULL,NULL,1,5,0,7,6,2010,2,14,40,1,2,2,US-13,"SWAIN ROAD",25,38.67572778,-75.59246111,0,1,0,0,2,3,0,3,1,1,0,1,0,0000000,14,40,14,46,15,12,0,0,0,1,0,1197
100038_2011,10,100038,2,2,0,0,0,2,2,5,0,3,6,2011,6,16,50,1,2,3,SR-1,"COASTAL HIGHWAY",23,38.89108889,-75.38831111,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,16,51,16,59,17,56,0,0,0,1,0,1198
100039_2010,10,100039,2,2,NULL,0,NULL,NULL,3,3,0,8,6,2010,3,14,45,0,16,6,"REYBOLD ROAD",NULL,7,39.63373611,-75.71465,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,14,45,14,50,99,99,0,0,0,1,0,1199
100039_2011,10,100039,2,2,0,0,0,2,2,3,0,1,6,2011,4,13,44,0,14,3,SR-72,"CHAPEL STREET",67,39.6463,-75.73133889,0,1,0,0,2,3,0,1,1,1,0,1,0,0000000,13,46,13,53,14,16,14,0,0,1,0,1200
100040_2010,10,100040,1,1,NULL,2,NULL,NULL,1,3,0,8,6,2010,3,19,38,0,15,4,"PLEASANT VALLEY RD",NULL,12,39.62092778,-75.77111667,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,19,38,19,44,20,4,0,0,0,1,0,1201
100040_2011,10,100040,1,1,0,1,1,4,4,5,0,7,6,2011,3,20,22,0,4,3,SR-20,"SEAFORD RD",2,38.61138889,-75.597675,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,20,22,20,38,22,45,0,0,0,1,0,1202
100041_2010,10,100041,1,1,NULL,0,NULL,NULL,1,3,0,10,6,2010,5,19,8,0,14,2,US-13,NULL,28,39.75293056,-75.50838889,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,19,8,19,14,19,31,0,0,0,1,0,1203
100041_2011,10,100041,1,1,0,0,0,2,2,3,0,13,6,2011,2,22,9,0,15,3,SR-9,"NEW CASTLE AVE",0,39.705075,-75.55048889,0,33,0,0,2,2,0,4,3,1,0,1,0,0000000,22,9,22,14,22,34,0,0,0,1,1,1204
100042_2010,10,100042,3,1,NULL,0,NULL,NULL,1,5,350,14,6,2010,2,17,57,0,4,4,CR319,SR-5,175,38.76870556,-75.31668611,0,26,0,0,3,3,0,5,1,10,0,10,0,0000000,18,1,18,6,88,88,0,0,0,1,1,1205
100042_2011,10,100042,1,1,0,0,0,1,1,3,0,8,6,2011,4,18,38,0,14,4,"UPPER PIKE CREEK RD",NULL,7,39.7301,-75.70351944,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,18,35,18,38,88,88,0,0,0,1,0,1206
100043_2010,10,100043,3,3,NULL,0,NULL,NULL,4,3,360,23,6,2010,4,12,34,0,14,5,"PAPERMILL ROAD","LOUVIERS DRIVE",20,39.71128056,-75.74350833,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,12,34,99,99,99,99,0,0,0,1,0,1207
100043_2011,10,100043,3,2,1,0,0,3,3,5,0,18,6,2011,7,8,35,0,4,3,SR-17,NULL,70,38.54215,-75.13136944,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,8,38,9,14,99,99,0,0,0,1,0,1208
100044_2010,10,100044,2,2,NULL,0,NULL,NULL,2,5,0,25,6,2010,6,13,19,0,6,4,"BEAVER DAM RD",NULL,13,38.54575,-75.10060833,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,13,23,13,27,88,88,0,0,0,1,0,1209
100044_2011,10,100044,1,1,0,0,0,1,1,3,0,21,6,2011,3,3,32,0,15,3,SR-15,NULL,14,39.47821944,-75.73618889,0,43,0,0,1,1,0,5,2,10,0,10,0,0000000,3,32,3,36,88,88,0,0,0,1,1,1210
100045_2010,10,100045,1,1,NULL,0,NULL,NULL,1,1,0,3,7,2010,7,4,5,0,4,4,"SANDTOWN ROAD",NULL,19,39.01638333,-75.63941111,0,34,0,0,1,1,0,6,2,1,0,1,0,0000000,4,10,4,37,5,21,0,0,0,1,1,1211
100045_2011,10,100045,2,2,0,0,0,2,2,5,0,28,6,2011,3,21,31,1,2,3,SR-1,CR273A,236,38.71036111,-75.09696111,0,12,1,0,2,2,0,1,1,10,0,10,0,0000000,21,34,21,49,21,49,0,0,0,1,1,1212
100046_2010,10,100046,1,1,NULL,0,NULL,NULL,1,5,0,4,7,2010,1,18,11,0,2,3,SR-1,NULL,80,38.75522222,-75.19334722,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,18,18,18,31,18,52,0,0,0,1,1,1213
100046_2011,10,100046,1,1,0,0,0,1,1,1,0,29,6,2011,4,19,52,0,6,4,"NINE FOOT RD",NULL,5,38.83638056,-75.6267,0,42,0,0,1,1,0,5,1,1,0,1,0,0000000,19,52,20,3,88,88,0,0,0,1,1,1214
100047_2010,10,100047,2,2,NULL,0,NULL,NULL,2,3,0,9,7,2010,6,23,59,1,13,2,US-13,NULL,54,39.701375,-75.57289167,0,12,1,0,1,1,0,1,3,10,0,10,0,0000000,0,1,0,5,0,22,0,0,0,1,1,1215
100047_2011,10,100047,2,2,0,0,0,3,3,5,60,30,6,2011,5,16,2,1,2,2,US-13,NULL,68,38.73716944,-75.59205,0,12,6,0,8,1,0,1,1,1,0,1,0,0000000,16,6,16,19,17,5,0,0,0,1,0,1216
100048_2010,10,100048,2,2,NULL,0,NULL,NULL,3,5,0,11,7,2010,1,7,43,1,2,3,SR-18,NULL,110,38.71040278,-75.53031944,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,7,46,7,58,8,47,0,0,0,1,1,1217
100048_2011,10,100048,1,1,0,0,0,1,1,5,0,6,7,2011,4,14,0,0,4,3,SR-23,NULL,39,38.63199167,-75.15614167,0,30,0,0,1,1,0,5,1,2,0,2,0,0000000,14,2,14,10,88,88,0,0,0,1,1,1218
100049_2010,10,100049,1,1,NULL,1,NULL,NULL,1,3,0,16,7,2010,6,8,29,1,13,2,US-13,"HESSLER BLVD",47,39.71163611,-75.56076667,0,8,0,0,3,2,0,1,1,1,0,1,0,0000000,8,29,8,32,88,88,0,0,0,1,0,1219
100049_2011,10,100049,1,1,0,0,0,1,1,5,0,30,6,2011,5,12,2,0,6,4,"CAREY'S CAMP ROAD",NULL,34,38.52878889,-75.39623889,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,12,2,12,16,88,88,0,0,0,1,1,1220
100050_2010,10,100050,1,1,NULL,1,NULL,NULL,1,1,130,16,7,2010,6,16,19,0,14,5,"GOVERNORS AVENUE","WILLIAM STREET",30,39.168375,-75.530975,0,8,0,0,2,2,0,1,1,1,0,1,0,0000000,16,19,99,99,88,88,16,0,0,1,0,1221
100050_2011,10,100050,3,3,0,0,0,3,3,3,0,29,6,2011,4,21,29,1,11,1,I-495,NULL,55,39.74686111,-75.51160833,0,12,1,0,1,1,0,1,2,1,0,1,0,0000000,21,29,21,35,21,53,0,0,0,1,2,1222
100051_2010,10,100051,2,2,NULL,0,NULL,NULL,3,5,0,14,7,2010,4,12,10,0,4,3,SR-30,"MORRIS MILL ROAD",26,38.63242778,-75.29651667,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,12,10,12,14,12,50,0,0,0,1,0,1223
100051_2011,10,100051,2,2,0,0,0,2,2,3,0,1,7,2011,6,19,11,1,2,3,SR-1,NULL,57,39.35885,-75.65278889,0,12,11,0,1,1,0,1,1,1,0,1,0,0000000,19,14,19,23,19,56,0,0,0,1,0,1224
100052_2010,10,100052,1,1,NULL,0,NULL,NULL,1,5,0,17,7,2010,7,1,17,0,4,3,SR-23,NULL,23,38.74575,-75.17772778,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,1,23,1,31,88,88,0,0,0,1,0,1225
100052_2011,10,100052,2,2,0,0,0,2,2,3,0,15,7,2011,6,22,0,0,4,3,SR-9,NULL,30,39.59289167,-75.63039722,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,22,0,22,12,22,35,14,0,0,1,0,1226
